"","code","pages","name","doc_name","url","mean_nchar","mean_words","mean_kango","mean_wago"
"100",132047,40,"東京都三鷹市","令和６年度入所用学童保育所入所案内","https://www.city.mitaka.lg.jp/c_service/060/attached/attach_60938_1.pdf",591.375,372.15,0.435453664745378,0.379705818461455
"101",132055,54,"東京都青梅市","令和6年度保育所等利用のご案内","https://www.city.ome.tokyo.jp/uploaded/attachment/52628.pdf",255.444444444444,158.796296296296,0.12965239677137,0.146380539347301
"102",132063,53,"東京都府中市","令和6年度保育所等入所のしおり","https://www.city.fuchu.tokyo.jp/kosodate/shussan/hoikujo/siorikoukai.files/shioriR6-1.pdf",1221.24528301887,736.188679245283,0.398951948833572,0.386364949224409
"103",132071,44,"東京都昭島市","令和6年度入所のしおり","https://www.city.akishima.lg.jp/s058/010/010/010/2015/2024/R6nyuushonosiori.pdf",990.386363636364,607.204545454545,0.412676340170069,0.434837060088256
"104",132080,47,"東京都調布市","令和6年度調布市保育施設入園案内","https://www.city.chofu.tokyo.jp/www/contents/1692681395434/simple/R6annnai.pdf",876.489361702128,534.212765957447,0.381742678077264,0.359016747655093
"105",132098,64,"東京都町田市","2024年度入園のしおり（全文）","https://kosodate-machida.tokyo.jp/material/files/group/7/24siori-rink-zen.pdf",941.5,563.390625,0.378879304376589,0.396174441406281
"106",132101,140,"東京都小金井市","小金井市 令和6年度保育施設等入所案内","https://www.city.koganei.lg.jp/kosodatekyoiku/hoikuen/hoiku-nyuusyo/4nyuusyo/nyuusyo.files/R6-0zentai.pdf",1023.87857142857,622.314285714286,0.438254328799784,0.362273463282685
"107",132110,79,"東京都小平市","保育園入園のしおり【令和6年度版】","https://www.city.kodaira.tokyo.jp/kurashi/files/107617/107617/att_0000001.pdf",824.189873417722,506.367088607595,0.421592876714472,0.389680693186176
"108",132136,12,"東京都東村山市","幼稚園・認定こども園ガイド","https://www.city.higashimurayama.tokyo.jp/dl/kodomo/hoiku_download.files/youchien.pdf",703.833333333333,443.333333333333,0.456158658935987,0.389334594892861
"109",132144,55,"東京都国分寺市","令和6年度　国分寺市保育所等入所案内≪利用案内編≫ ","https://www.city.kokubunji.tokyo.jp/_res/projects/default_project/_page_/001/019/373/r6.pdf",812.8,522.4,0.391517828460406,0.479641498516994
"110",132152,28,"東京都国立市","令和6年度保育施設等入所のしおり","https://www.city.kunitachi.tokyo.jp/material/files/group/41/R6_hoikusiori_zenhan.pdf",0,0,NA,NA
"111",132187,28,"東京都福生市","令和6年度保育園入園のしおり ","https://www.city.fussa.tokyo.jp/_res/projects/default_project/_page_/001/002/584/r6shiori1013.pdf",759.571428571429,470.392857142857,0.414322366714292,0.428490983192427
"112",132195,97,"東京都狛江市","令和6年度入園のしおり","https://www.city.komae.tokyo.jp/index.cfm/41,130182,c,html/130182/20231012-160114.pdf",618.731958762887,374.525773195876,0.437366394238169,0.318936684616012
"113",132209,46,"東京都東大和市","令和6年度（2024年度）保育施設入園案内","https://www.city.higashiyamato.lg.jp/_res/projects/default_project/_page_/001/003/272/20230926-3.pdf",976.934782608696,604.065217391304,0.407090006830434,0.402511297781945
"114",132217,52,"東京都清瀬市","令和6年度保育園等入園のしおり","https://www.city.kiyose.lg.jp/_res/projects/default_project/_page_/001/012/890/r6nyuennosiori20231107teisei.pdf",1138.53846153846,717.269230769231,0.385046923714756,0.419823952908372
"115",132225,49,"東京都東久留米市","入園のしおり（令和6年度）","https://www.city.higashikurume.lg.jp/_res/projects/default_project/_page_/001/001/551/r6shiori2.pdf",520.387755102041,298.551020408163,0.0180574904134771,0.0103604634516856
"116",132233,27,"東京都武蔵村山市","令和6年度版保育所等入所のしおり","https://www.city.musashimurayama.lg.jp/_res/projects/default_project/_page_/001/013/117/r6_shiori2.pdf",983.962962962963,613.037037037037,0.408763415008004,0.402518664242435
"117",132241,96,"東京都多摩市","令和6年(2024)年度多摩市保育所等入所のしおり","https://www.city.tama.lg.jp/_res/projects/default_project/_page_/001/012/505/R6siori.pdf",973.177083333333,589.34375,0.423450069923068,0.419322345656239
"118",132250,38,"東京都稲城市","令和6年度版　保育所等利用のしおり","http://www.city.inagi.tokyo.jp/shinseisho/soshikibetsu/kodomofukushibu/kosodatesien/hoikusyokankei.files/01R6shiori.pdf",1286.18421052632,786.526315789474,0.435357944592684,0.408121375944983
"119",132276,44,"東京都羽村市","羽村市令和6年度保育園・幼稚園等ガイドブック","https://www.city.hamura.tokyo.jp/cmsfiles/contents/0000018/18137/guidebook.pdf",669.931818181818,408.431818181818,0.436708815366984,0.383606239963752
"120",132284,36,"東京都あきる野市","令和6年度保育施設入所のしおり","https://www.city.akiruno.tokyo.jp/cmsfiles/contents/0000006/6055/6shiori.pdf",713.861111111111,435,0.41936323090651,0.375938101627159
